worker_id,paid,task_id,batch_name,unit_id,try_last,try_current,dimension_index,dimension_name,timestamp_start,timestamp_start_parsed,selection_index,selection_value,selection_label,selection_timestamp,selection_timestamp_parsed,selection_time_elapsed,timestamp_end,timestamp_end_parsed,document_index,document_id
TO5SRSVEVSUPUJ,True,SC_task1,SC_batch1,unit_7,1,1,0,truthfulness-1,1673443507.0,2023-01-11 14:25:07,0,4,Mostly True,1673443594.871,2023-01-11 14:26:34.871000,87.871,1673444134.02,2023-01-11 14:35:34.020000,0,224557
TO5SRSVEVSUPUJ,True,SC_task1,SC_batch1,unit_7,1,1,1,explanation-quality,1673443507.0,2023-01-11 14:25:07,1,79,,1673443607.032,2023-01-11 14:26:47.032000,12.161,1673444134.02,2023-01-11 14:35:34.020000,0,224557
TO5SRSVEVSUPUJ,True,SC_task1,SC_batch1,unit_7,1,1,2,truthfulness-2,1673443507.0,2023-01-11 14:25:07,2,3,Half True,1673443753.813,2023-01-11 14:29:13.813000,146.781,1673444134.02,2023-01-11 14:35:34.020000,0,224557
TO5SRSVEVSUPUJ,True,SC_task1,SC_batch1,unit_7,1,1,0,truthfulness-1,1673443507.0,2023-01-11 14:25:07,0,3,Half True,1673443990.512,2023-01-11 14:33:10.512000,483.512,1673444134.02,2023-01-11 14:35:34.020000,1,171067
TO5SRSVEVSUPUJ,True,SC_task1,SC_batch1,unit_7,1,1,1,explanation-quality,1673443507.0,2023-01-11 14:25:07,1,52,,1673444008.52,2023-01-11 14:33:28.520000,18.008,1673444134.02,2023-01-11 14:35:34.020000,1,171067
TO5SRSVEVSUPUJ,True,SC_task1,SC_batch1,unit_7,1,1,2,truthfulness-2,1673443507.0,2023-01-11 14:25:07,2,2,Barely True,1673444086.234,2023-01-11 14:34:46.234000,77.714,1673444134.02,2023-01-11 14:35:34.020000,1,171067
TO5SRSVEVSUPUJ,True,SC_task1,SC_batch1,unit_7,1,1,0,truthfulness-1,1673443507.0,2023-01-11 14:25:07,0,3,Half True,1673444182.363,2023-01-11 14:36:22.363000,675.363,1673444134.02,2023-01-11 14:35:34.020000,2,47357
TO5SRSVEVSUPUJ,True,SC_task1,SC_batch1,unit_7,1,1,1,explanation-quality,1673443507.0,2023-01-11 14:25:07,1,31,,1673444186.775,2023-01-11 14:36:26.775000,4.412,1673444134.02,2023-01-11 14:35:34.020000,2,47357
TO5SRSVEVSUPUJ,True,SC_task1,SC_batch1,unit_7,1,1,2,truthfulness-2,1673443507.0,2023-01-11 14:25:07,2,5,True,1673444300.338,2023-01-11 14:38:20.338000,113.563,1673444134.02,2023-01-11 14:35:34.020000,2,47357
OWAM2TV1SP4TU5,True,SC_task1,SC_batch1,unit_6,1,1,0,truthfulness-1,1673425621.0,2023-01-11 09:27:01,0,1,False,1673425638.077,2023-01-11 09:27:18.077000,17.077,1673425824.9,2023-01-11 09:30:24.900000,0,171067
OWAM2TV1SP4TU5,True,SC_task1,SC_batch1,unit_6,1,1,1,explanation-quality,1673425621.0,2023-01-11 09:27:01,1,100,,1673425640.062,2023-01-11 09:27:20.062000,1.985,1673425824.9,2023-01-11 09:30:24.900000,0,171067
OWAM2TV1SP4TU5,True,SC_task1,SC_batch1,unit_6,1,1,2,truthfulness-2,1673425621.0,2023-01-11 09:27:01,2,0,Lie,1673425687.659,2023-01-11 09:28:07.659000,47.597,1673425824.9,2023-01-11 09:30:24.900000,0,171067
OWAM2TV1SP4TU5,True,SC_task1,SC_batch1,unit_6,1,1,0,truthfulness-1,1673425621.0,2023-01-11 09:27:01,0,5,True,1673425727.268,2023-01-11 09:28:47.268000,106.268,1673425824.9,2023-01-11 09:30:24.900000,1,224557
OWAM2TV1SP4TU5,True,SC_task1,SC_batch1,unit_6,1,1,1,explanation-quality,1673425621.0,2023-01-11 09:27:01,1,45,,1673425728.365,2023-01-11 09:28:48.365000,1.097,1673425824.9,2023-01-11 09:30:24.900000,1,224557
OWAM2TV1SP4TU5,True,SC_task1,SC_batch1,unit_6,1,1,2,truthfulness-2,1673425621.0,2023-01-11 09:27:01,2,2,Barely True,1673425807.052,2023-01-11 09:30:07.052000,78.687,1673425824.9,2023-01-11 09:30:24.900000,1,224557
OWAM2TV1SP4TU5,True,SC_task1,SC_batch1,unit_6,1,1,0,truthfulness-1,1673425621.0,2023-01-11 09:27:01,0,5,True,1673425841.385,2023-01-11 09:30:41.385000,220.385,1673425824.9,2023-01-11 09:30:24.900000,2,47357
OWAM2TV1SP4TU5,True,SC_task1,SC_batch1,unit_6,1,1,1,explanation-quality,1673425621.0,2023-01-11 09:27:01,1,91,,1673425842.332,2023-01-11 09:30:42.332000,0.947,1673425824.9,2023-01-11 09:30:24.900000,2,47357
OWAM2TV1SP4TU5,True,SC_task1,SC_batch1,unit_6,1,1,2,truthfulness-2,1673425621.0,2023-01-11 09:27:01,2,5,True,1673425875.249,2023-01-11 09:31:15.249000,32.917,1673425824.9,2023-01-11 09:30:24.900000,2,47357
HIOF5FD2FK3W9F,True,SC_task1,SC_batch1,unit_5,1,1,0,truthfulness-1,1673425155.0,2023-01-11 09:19:15,0,5,True,1673425204.083,2023-01-11 09:20:04.083000,49.083,1673425420.87,2023-01-11 09:23:40.870000,0,224557
HIOF5FD2FK3W9F,True,SC_task1,SC_batch1,unit_5,1,1,1,explanation-quality,1673425155.0,2023-01-11 09:19:15,1,74,,1673425209.704,2023-01-11 09:20:09.704000,5.621,1673425420.87,2023-01-11 09:23:40.870000,0,224557
HIOF5FD2FK3W9F,True,SC_task1,SC_batch1,unit_5,1,1,2,truthfulness-2,1673425155.0,2023-01-11 09:19:15,2,5,True,1673425271.216,2023-01-11 09:21:11.216000,61.512,1673425420.87,2023-01-11 09:23:40.870000,0,224557
HIOF5FD2FK3W9F,True,SC_task1,SC_batch1,unit_5,1,1,0,truthfulness-1,1673425155.0,2023-01-11 09:19:15,0,0,Lie,1673425365.01,2023-01-11 09:22:45.010000,210.01,1673425420.87,2023-01-11 09:23:40.870000,1,171067
HIOF5FD2FK3W9F,True,SC_task1,SC_batch1,unit_5,1,1,1,explanation-quality,1673425155.0,2023-01-11 09:19:15,1,1,,1673425366.444,2023-01-11 09:22:46.444000,1.434,1673425420.87,2023-01-11 09:23:40.870000,1,171067
HIOF5FD2FK3W9F,True,SC_task1,SC_batch1,unit_5,1,1,1,explanation-quality,1673425155.0,2023-01-11 09:19:15,2,100,,1673425369.857,2023-01-11 09:22:49.857000,3.413,1673425420.87,2023-01-11 09:23:40.870000,1,171067
HIOF5FD2FK3W9F,True,SC_task1,SC_batch1,unit_5,1,1,2,truthfulness-2,1673425155.0,2023-01-11 09:19:15,3,0,Lie,1673425417.297,2023-01-11 09:23:37.297000,47.44,1673425420.87,2023-01-11 09:23:40.870000,1,171067
HIOF5FD2FK3W9F,True,SC_task1,SC_batch1,unit_5,1,1,0,truthfulness-1,1673425155.0,2023-01-11 09:19:15,0,5,True,1673425436.528,2023-01-11 09:23:56.528000,281.528,1673425420.87,2023-01-11 09:23:40.870000,2,47357
HIOF5FD2FK3W9F,True,SC_task1,SC_batch1,unit_5,1,1,1,explanation-quality,1673425155.0,2023-01-11 09:19:15,1,100,,1673425437.028,2023-01-11 09:23:57.028000,0.5,1673425420.87,2023-01-11 09:23:40.870000,2,47357
HIOF5FD2FK3W9F,True,SC_task1,SC_batch1,unit_5,1,1,1,explanation-quality,1673425155.0,2023-01-11 09:19:15,2,40,,1673425450.611,2023-01-11 09:24:10.611000,13.583,1673425420.87,2023-01-11 09:23:40.870000,2,47357
HIOF5FD2FK3W9F,True,SC_task1,SC_batch1,unit_5,1,1,2,truthfulness-2,1673425155.0,2023-01-11 09:19:15,3,5,True,1673425470.856,2023-01-11 09:24:30.856000,20.245,1673425420.87,2023-01-11 09:23:40.870000,2,47357
IMDORB1186UKOF,True,SC_task1,SC_batch1,unit_3,1,1,0,truthfulness-1,1673389934.0,2023-01-10 23:32:14,0,5,True,1673390027.714,2023-01-10 23:33:47.714000,93.714,1673390378.7,2023-01-10 23:39:38.700000,0,224557
IMDORB1186UKOF,True,SC_task1,SC_batch1,unit_3,1,1,1,explanation-quality,1673389934.0,2023-01-10 23:32:14,1,85,,1673390042.208,2023-01-10 23:34:02.208000,14.494,1673390378.7,2023-01-10 23:39:38.700000,0,224557
IMDORB1186UKOF,True,SC_task1,SC_batch1,unit_3,1,1,2,truthfulness-2,1673389934.0,2023-01-10 23:32:14,2,5,True,1673390119.828,2023-01-10 23:35:19.828000,77.62,1673390378.7,2023-01-10 23:39:38.700000,0,224557
IMDORB1186UKOF,True,SC_task1,SC_batch1,unit_3,1,1,0,truthfulness-1,1673389934.0,2023-01-10 23:32:14,0,5,True,1673390165.45,2023-01-10 23:36:05.450000,231.45,1673390378.7,2023-01-10 23:39:38.700000,1,47357
IMDORB1186UKOF,True,SC_task1,SC_batch1,unit_3,1,1,1,explanation-quality,1673389934.0,2023-01-10 23:32:14,1,85,,1673390178.153,2023-01-10 23:36:18.153000,12.703,1673390378.7,2023-01-10 23:39:38.700000,1,47357
IMDORB1186UKOF,True,SC_task1,SC_batch1,unit_3,1,1,2,truthfulness-2,1673389934.0,2023-01-10 23:32:14,2,5,True,1673390365.423,2023-01-10 23:39:25.423000,187.27,1673390378.7,2023-01-10 23:39:38.700000,1,47357
IMDORB1186UKOF,True,SC_task1,SC_batch1,unit_3,1,1,0,truthfulness-1,1673389934.0,2023-01-10 23:32:14,0,1,False,1673390394.326,2023-01-10 23:39:54.326000,460.326,1673390378.7,2023-01-10 23:39:38.700000,2,171067
IMDORB1186UKOF,True,SC_task1,SC_batch1,unit_3,1,1,1,explanation-quality,1673389934.0,2023-01-10 23:32:14,1,85,,1673390406.294,2023-01-10 23:40:06.294000,11.968,1673390378.7,2023-01-10 23:39:38.700000,2,171067
IMDORB1186UKOF,True,SC_task1,SC_batch1,unit_3,1,1,2,truthfulness-2,1673389934.0,2023-01-10 23:32:14,2,1,False,1673390424.581,2023-01-10 23:40:24.581000,18.287,1673390378.7,2023-01-10 23:39:38.700000,2,171067
KFNXJP7XVSCPRX,True,SC_task1,SC_batch1,unit_10,1,1,0,truthfulness-1,1673537531.0,2023-01-12 16:32:11,0,1,False,1673537604.619,2023-01-12 16:33:24.619000,73.619,1673537749.52,2023-01-12 16:35:49.520000,0,47357
KFNXJP7XVSCPRX,True,SC_task1,SC_batch1,unit_10,1,1,1,explanation-quality,1673537531.0,2023-01-12 16:32:11,1,5,,1673537610.354,2023-01-12 16:33:30.354000,5.735,1673537749.52,2023-01-12 16:35:49.520000,0,47357
KFNXJP7XVSCPRX,True,SC_task1,SC_batch1,unit_10,1,1,2,truthfulness-2,1673537531.0,2023-01-12 16:32:11,2,5,True,1673537641.798,2023-01-12 16:34:01.798000,31.444,1673537749.52,2023-01-12 16:35:49.520000,0,47357
KFNXJP7XVSCPRX,True,SC_task1,SC_batch1,unit_10,1,1,0,truthfulness-1,1673537531.0,2023-01-12 16:32:11,0,0,Lie,1673537711.473,2023-01-12 16:35:11.473000,180.473,1673537749.52,2023-01-12 16:35:49.520000,1,171067
KFNXJP7XVSCPRX,True,SC_task1,SC_batch1,unit_10,1,1,1,explanation-quality,1673537531.0,2023-01-12 16:32:11,1,50,,1673537717.455,2023-01-12 16:35:17.455000,5.982,1673537749.52,2023-01-12 16:35:49.520000,1,171067
KFNXJP7XVSCPRX,True,SC_task1,SC_batch1,unit_10,1,1,2,truthfulness-2,1673537531.0,2023-01-12 16:32:11,2,0,Lie,1673537735.666,2023-01-12 16:35:35.666000,18.211,1673537749.52,2023-01-12 16:35:49.520000,1,171067
KFNXJP7XVSCPRX,True,SC_task1,SC_batch1,unit_10,1,1,0,truthfulness-1,1673537531.0,2023-01-12 16:32:11,0,4,Mostly True,1673537795.632,2023-01-12 16:36:35.632000,264.632,1673537749.52,2023-01-12 16:35:49.520000,2,224557
KFNXJP7XVSCPRX,True,SC_task1,SC_batch1,unit_10,1,1,1,explanation-quality,1673537531.0,2023-01-12 16:32:11,1,84,,1673537799.604,2023-01-12 16:36:39.604000,3.972,1673537749.52,2023-01-12 16:35:49.520000,2,224557
KFNXJP7XVSCPRX,True,SC_task1,SC_batch1,unit_10,1,1,1,explanation-quality,1673537531.0,2023-01-12 16:32:11,2,86,,1673537800.716,2023-01-12 16:36:40.716000,1.112,1673537749.52,2023-01-12 16:35:49.520000,2,224557
KFNXJP7XVSCPRX,True,SC_task1,SC_batch1,unit_10,1,1,1,explanation-quality,1673537531.0,2023-01-12 16:32:11,3,85,,1673537802.158,2023-01-12 16:36:42.158000,1.442,1673537749.52,2023-01-12 16:35:49.520000,2,224557
KFNXJP7XVSCPRX,True,SC_task1,SC_batch1,unit_10,1,1,2,truthfulness-2,1673537531.0,2023-01-12 16:32:11,4,5,True,1673537878.516,2023-01-12 16:37:58.516000,76.358,1673537749.52,2023-01-12 16:35:49.520000,2,224557
NMXJ0KIWOLKHNV,True,SC_task1,SC_batch1,unit_9,1,1,0,truthfulness-1,1673529770.0,2023-01-12 14:22:50,0,4,Mostly True,1673529798.643,2023-01-12 14:23:18.643000,28.643,1673529977.16,2023-01-12 14:26:17.160000,0,47357
NMXJ0KIWOLKHNV,True,SC_task1,SC_batch1,unit_9,1,1,1,explanation-quality,1673529770.0,2023-01-12 14:22:50,1,87,,1673529802.834,2023-01-12 14:23:22.834000,4.191,1673529977.16,2023-01-12 14:26:17.160000,0,47357
NMXJ0KIWOLKHNV,True,SC_task1,SC_batch1,unit_9,1,1,2,truthfulness-2,1673529770.0,2023-01-12 14:22:50,2,5,True,1673529866.529,2023-01-12 14:24:26.529000,63.695,1673529977.16,2023-01-12 14:26:17.160000,0,47357
NMXJ0KIWOLKHNV,True,SC_task1,SC_batch1,unit_9,1,1,0,truthfulness-1,1673529770.0,2023-01-12 14:22:50,0,4,Mostly True,1673529904.899,2023-01-12 14:25:04.899000,134.899,1673529977.16,2023-01-12 14:26:17.160000,1,224557
NMXJ0KIWOLKHNV,True,SC_task1,SC_batch1,unit_9,1,1,1,explanation-quality,1673529770.0,2023-01-12 14:22:50,1,100,,1673529907.516,2023-01-12 14:25:07.516000,2.617,1673529977.16,2023-01-12 14:26:17.160000,1,224557
NMXJ0KIWOLKHNV,True,SC_task1,SC_batch1,unit_9,1,1,2,truthfulness-2,1673529770.0,2023-01-12 14:22:50,2,1,False,1673529949.969,2023-01-12 14:25:49.969000,42.453,1673529977.16,2023-01-12 14:26:17.160000,1,224557
NMXJ0KIWOLKHNV,True,SC_task1,SC_batch1,unit_9,1,1,2,truthfulness-2,1673529770.0,2023-01-12 14:22:50,3,2,Barely True,1673529975.015,2023-01-12 14:26:15.015000,25.046,1673529977.16,2023-01-12 14:26:17.160000,1,224557
NMXJ0KIWOLKHNV,True,SC_task1,SC_batch1,unit_9,1,1,0,truthfulness-1,1673529770.0,2023-01-12 14:22:50,0,1,False,1673530019.14,2023-01-12 14:26:59.140000,249.14,1673529977.16,2023-01-12 14:26:17.160000,2,171067
NMXJ0KIWOLKHNV,True,SC_task1,SC_batch1,unit_9,1,1,1,explanation-quality,1673529770.0,2023-01-12 14:22:50,1,79,,1673530022.022,2023-01-12 14:27:02.022000,2.882,1673529977.16,2023-01-12 14:26:17.160000,2,171067
NMXJ0KIWOLKHNV,True,SC_task1,SC_batch1,unit_9,1,1,1,explanation-quality,1673529770.0,2023-01-12 14:22:50,2,98,,1673530023.455,2023-01-12 14:27:03.455000,1.433,1673529977.16,2023-01-12 14:26:17.160000,2,171067
NMXJ0KIWOLKHNV,True,SC_task1,SC_batch1,unit_9,1,1,1,explanation-quality,1673529770.0,2023-01-12 14:22:50,3,90,,1673530025.238,2023-01-12 14:27:05.238000,1.783,1673529977.16,2023-01-12 14:26:17.160000,2,171067
NMXJ0KIWOLKHNV,True,SC_task1,SC_batch1,unit_9,1,1,2,truthfulness-2,1673529770.0,2023-01-12 14:22:50,4,0,Lie,1673530071.54,2023-01-12 14:27:51.540000,46.302,1673529977.16,2023-01-12 14:26:17.160000,2,171067
B2PU87OELNL97V,True,SC_task1,SC_batch1,unit_1,1,1,0,truthfulness-1,1673558856.0,2023-01-12 22:27:36,0,0,Lie,1673558914.275,2023-01-12 22:28:34.275000,58.275,1673559383.16,2023-01-12 22:36:23.160000,0,47357
B2PU87OELNL97V,True,SC_task1,SC_batch1,unit_1,1,1,1,explanation-quality,1673558856.0,2023-01-12 22:27:36,1,1,,1673558922.279,2023-01-12 22:28:42.279000,8.004,1673559383.16,2023-01-12 22:36:23.160000,0,47357
B2PU87OELNL97V,True,SC_task1,SC_batch1,unit_1,1,1,2,truthfulness-2,1673558856.0,2023-01-12 22:27:36,2,4,Mostly True,1673559036.601,2023-01-12 22:30:36.601000,114.322,1673559383.16,2023-01-12 22:36:23.160000,0,47357
B2PU87OELNL97V,True,SC_task1,SC_batch1,unit_1,1,1,0,truthfulness-1,1673558856.0,2023-01-12 22:27:36,0,2,Barely True,1673559195.128,2023-01-12 22:33:15.128000,339.128,1673559383.16,2023-01-12 22:36:23.160000,1,171067
B2PU87OELNL97V,True,SC_task1,SC_batch1,unit_1,1,1,1,explanation-quality,1673558856.0,2023-01-12 22:27:36,1,50,,1673559199.57,2023-01-12 22:33:19.570000,4.442,1673559383.16,2023-01-12 22:36:23.160000,1,171067
B2PU87OELNL97V,True,SC_task1,SC_batch1,unit_1,1,1,2,truthfulness-2,1673558856.0,2023-01-12 22:27:36,2,2,Barely True,1673559226.678,2023-01-12 22:33:46.678000,27.108,1673559383.16,2023-01-12 22:36:23.160000,1,171067
B2PU87OELNL97V,True,SC_task1,SC_batch1,unit_1,1,1,2,truthfulness-2,1673558856.0,2023-01-12 22:27:36,3,0,Lie,1673559256.464,2023-01-12 22:34:16.464000,29.786,1673559383.16,2023-01-12 22:36:23.160000,1,171067
B2PU87OELNL97V,True,SC_task1,SC_batch1,unit_1,1,1,0,truthfulness-1,1673558856.0,2023-01-12 22:27:36,0,5,True,1673559468.185,2023-01-12 22:37:48.185000,612.185,1673559383.16,2023-01-12 22:36:23.160000,2,224557
B2PU87OELNL97V,True,SC_task1,SC_batch1,unit_1,1,1,1,explanation-quality,1673558856.0,2023-01-12 22:27:36,1,100,,1673559469.21,2023-01-12 22:37:49.210000,1.025,1673559383.16,2023-01-12 22:36:23.160000,2,224557
B2PU87OELNL97V,True,SC_task1,SC_batch1,unit_1,1,1,0,truthfulness-1,1673558856.0,2023-01-12 22:27:36,2,2,Barely True,1673559807.785,2023-01-12 22:43:27.785000,338.575,1673559383.16,2023-01-12 22:36:23.160000,2,224557
B2PU87OELNL97V,True,SC_task1,SC_batch1,unit_1,1,1,1,explanation-quality,1673558856.0,2023-01-12 22:27:36,3,15,,1673559810.552,2023-01-12 22:43:30.552000,2.767,1673559383.16,2023-01-12 22:36:23.160000,2,224557
B2PU87OELNL97V,True,SC_task1,SC_batch1,unit_1,1,1,2,truthfulness-2,1673558856.0,2023-01-12 22:27:36,4,5,True,1673560031.278,2023-01-12 22:47:11.278000,220.726,1673559383.16,2023-01-12 22:36:23.160000,2,224557
RBG8K61JCTLLQD,True,SC_task1,SC_batch1,unit_0,1,1,0,truthfulness-1,1673388455.0,2023-01-10 23:07:35,0,4,Mostly True,1673388469.197,2023-01-10 23:07:49.197000,14.197,1673388602.62,2023-01-10 23:10:02.620000,0,47357
RBG8K61JCTLLQD,True,SC_task1,SC_batch1,unit_0,1,1,1,explanation-quality,1673388455.0,2023-01-10 23:07:35,1,81,,1673388472.696,2023-01-10 23:07:52.696000,3.499,1673388602.62,2023-01-10 23:10:02.620000,0,47357
RBG8K61JCTLLQD,True,SC_task1,SC_batch1,unit_0,1,1,2,truthfulness-2,1673388455.0,2023-01-10 23:07:35,2,5,True,1673388535.81,2023-01-10 23:08:55.810000,63.114,1673388602.62,2023-01-10 23:10:02.620000,0,47357
RBG8K61JCTLLQD,True,SC_task1,SC_batch1,unit_0,1,1,0,truthfulness-1,1673388455.0,2023-01-10 23:07:35,0,1,False,1673388572.758,2023-01-10 23:09:32.758000,117.758,1673388602.62,2023-01-10 23:10:02.620000,1,171067
RBG8K61JCTLLQD,True,SC_task1,SC_batch1,unit_0,1,1,1,explanation-quality,1673388455.0,2023-01-10 23:07:35,1,86,,1673388574.983,2023-01-10 23:09:34.983000,2.225,1673388602.62,2023-01-10 23:10:02.620000,1,171067
RBG8K61JCTLLQD,True,SC_task1,SC_batch1,unit_0,1,1,2,truthfulness-2,1673388455.0,2023-01-10 23:07:35,2,0,Lie,1673388595.511,2023-01-10 23:09:55.511000,20.528,1673388602.62,2023-01-10 23:10:02.620000,1,171067
RBG8K61JCTLLQD,True,SC_task1,SC_batch1,unit_0,1,1,0,truthfulness-1,1673388455.0,2023-01-10 23:07:35,0,4,Mostly True,1673388621.447,2023-01-10 23:10:21.447000,166.447,1673388602.62,2023-01-10 23:10:02.620000,2,224557
RBG8K61JCTLLQD,True,SC_task1,SC_batch1,unit_0,1,1,1,explanation-quality,1673388455.0,2023-01-10 23:07:35,1,18,,1673388623.84,2023-01-10 23:10:23.840000,2.393,1673388602.62,2023-01-10 23:10:02.620000,2,224557
RBG8K61JCTLLQD,True,SC_task1,SC_batch1,unit_0,1,1,2,truthfulness-2,1673388455.0,2023-01-10 23:07:35,2,5,True,1673388706.7,2023-01-10 23:11:46.700000,82.86,1673388602.62,2023-01-10 23:10:02.620000,2,224557
TWNMYWGHKNZTW0,True,SC_task1,SC_batch1,unit_11,1,1,0,truthfulness-1,1673547492.0,2023-01-12 19:18:12,0,2,Barely True,1673547517.69,2023-01-12 19:18:37.690000,25.69,1673547671.88,2023-01-12 19:21:11.880000,0,224557
TWNMYWGHKNZTW0,True,SC_task1,SC_batch1,unit_11,1,1,1,explanation-quality,1673547492.0,2023-01-12 19:18:12,1,80,,1673547532.643,2023-01-12 19:18:52.643000,14.953,1673547671.88,2023-01-12 19:21:11.880000,0,224557
TWNMYWGHKNZTW0,True,SC_task1,SC_batch1,unit_11,1,1,0,truthfulness-1,1673547492.0,2023-01-12 19:18:12,2,3,Half True,1673547579.512,2023-01-12 19:19:39.512000,46.869,1673547671.88,2023-01-12 19:21:11.880000,0,224557
TWNMYWGHKNZTW0,True,SC_task1,SC_batch1,unit_11,1,1,2,truthfulness-2,1673547492.0,2023-01-12 19:18:12,3,5,True,1673547581.835,2023-01-12 19:19:41.835000,2.323,1673547671.88,2023-01-12 19:21:11.880000,0,224557
TWNMYWGHKNZTW0,True,SC_task1,SC_batch1,unit_11,1,1,0,truthfulness-1,1673547492.0,2023-01-12 19:18:12,0,5,True,1673547620.713,2023-01-12 19:20:20.713000,128.713,1673547671.88,2023-01-12 19:21:11.880000,1,47357
TWNMYWGHKNZTW0,True,SC_task1,SC_batch1,unit_11,1,1,1,explanation-quality,1673547492.0,2023-01-12 19:18:12,1,100,,1673547623.466,2023-01-12 19:20:23.466000,2.753,1673547671.88,2023-01-12 19:21:11.880000,1,47357
TWNMYWGHKNZTW0,True,SC_task1,SC_batch1,unit_11,1,1,2,truthfulness-2,1673547492.0,2023-01-12 19:18:12,2,5,True,1673547652.476,2023-01-12 19:20:52.476000,29.01,1673547671.88,2023-01-12 19:21:11.880000,1,47357
TWNMYWGHKNZTW0,True,SC_task1,SC_batch1,unit_11,1,1,0,truthfulness-1,1673547492.0,2023-01-12 19:18:12,0,1,False,1673547687.438,2023-01-12 19:21:27.438000,195.438,1673547671.88,2023-01-12 19:21:11.880000,2,171067
TWNMYWGHKNZTW0,True,SC_task1,SC_batch1,unit_11,1,1,0,truthfulness-1,1673547492.0,2023-01-12 19:18:12,1,0,Lie,1673547687.851,2023-01-12 19:21:27.851000,0.413,1673547671.88,2023-01-12 19:21:11.880000,2,171067
TWNMYWGHKNZTW0,True,SC_task1,SC_batch1,unit_11,1,1,1,explanation-quality,1673547492.0,2023-01-12 19:18:12,2,100,,1673547691.545,2023-01-12 19:21:31.545000,3.694,1673547671.88,2023-01-12 19:21:11.880000,2,171067
TWNMYWGHKNZTW0,True,SC_task1,SC_batch1,unit_11,1,1,2,truthfulness-2,1673547492.0,2023-01-12 19:18:12,3,0,Lie,1673547702.931,2023-01-12 19:21:42.931000,11.386,1673547671.88,2023-01-12 19:21:11.880000,2,171067
