worker_id,paid,task_id,batch_name,unit_id,try_last,try_current,time_submit,time_submit_parsed,document_index,attribute_index,note_deleted,note_ignored,note_option_color,note_option_label,note_container_id,note_index_start,note_index_end,note_timestamp_created,note_timestamp_created_parsed,note_timestamp_deleted,note_timestamp_deleted_parsed,note_base_url,note_text_current,note_text_raw,note_text_left,note_text_right
TO5SRSVEVSUPUJ,True,SC_task1,SC_batch1,unit_7,1,1,"Wed, 11 Jan 2023 13:30:06 GMT",2023-01-11 13:30:06 00:00,0,2,False,False,#55ff99,Select,document-0-attribute-2,40,87,1673443578413.0,2023-01-11 14:26:18,,,http://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,Vampire Academy grossed $15.4 million worldwide,Vampire Academy grossed 15.4 million worldwide, The author first states the claim that ,". Then, they provide evidence to support this claim by stating that the film was a failure critically and financially. However, they also state that the film grossed only $15.4 million worldwide against a $30 million budget. Based on the information provided, it seems that the claim is false. "
TO5SRSVEVSUPUJ,True,SC_task1,SC_batch1,unit_7,1,1,"Wed, 11 Jan 2023 13:35:34 GMT",2023-01-11 13:35:34 00:00,1,2,True,True,#55ff99,Select,document-1-attribute-2,62,124,1673443979334.0,2023-01-11 14:32:59,,,http://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html, evidence is that Lalla Ward is an English actress and author., evidence is that Lalla Ward is an English actress and author., The claim is that LallaWard has only ever been an author. The," So, the claim is false. "
TO5SRSVEVSUPUJ,True,SC_task1,SC_batch1,unit_7,1,1,"Wed, 11 Jan 2023 13:38:49 GMT",2023-01-11 13:38:49 00:00,2,2,True,True,#55ff99,Select,document-2-attribute-2,2,70,1673444172027.0,2023-01-11 14:36:12,,,http://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,"The relevant information about the claim is lacking in the context.""",The relevant information about the claim is lacking in the context.," """, 
OWAM2TV1SP4TU5,True,SC_task1,SC_batch1,unit_6,1,1,"Wed, 11 Jan 2023 08:28:35 GMT",2023-01-11 08:28:35 00:00,0,2,False,False,#55ff99,Select,document-0-attribute-2,126,148,1673425634547.0,2023-01-11 09:27:14,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,"So, the claim is false","So, the claim is false", The claim is that Lalla Ward has only ever been an author. The evidence is that Lalla Ward is an English actress and author. ,. 
OWAM2TV1SP4TU5,True,SC_task1,SC_batch1,unit_6,1,1,"Wed, 11 Jan 2023 08:30:24 GMT",2023-01-11 08:30:24 00:00,1,2,True,True,#55ff99,Select,document-1-attribute-2,1,42,1673425724649.0,2023-01-11 09:28:44,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,The film grossed $ 15.4 million worldwide,The film grossed 15.4 million worldwide, ,. 
OWAM2TV1SP4TU5,True,SC_task1,SC_batch1,unit_6,1,1,"Wed, 11 Jan 2023 08:31:33 GMT",2023-01-11 08:31:33 00:00,2,2,True,True,#55ff99,Select,document-2-attribute-2,163,201,1673425838133.0,2023-01-11 09:30:38,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,"So, the answer to the question is true","So, the answer to the question is true", The claim is that Margaret Thatcher implemented policies. The evidence states that she was Prime Minister and that she implemented policies known as Thatcherism. ,. 
HIOF5FD2FK3W9F,True,SC_task1,SC_batch1,unit_5,1,1,"Wed, 11 Jan 2023 08:21:15 GMT",2023-01-11 08:21:15 00:00,0,2,False,False,#55ff99,Select,document-0-attribute-2,215,281,1673425227662.0,2023-01-11 09:20:27,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,they also state that the film grossed only $15.4 million worldwide,they also state that the film grossed only 15.4 million worldwide," The author first states the claim that Vampire Academy grossed $15.4 million worldwide. Then, they provide evidence to support this claim by stating that the film was a failure critically and financially. However, "," against a $30 million budget. Based on the information provided, it seems that the claim is false. "
HIOF5FD2FK3W9F,True,SC_task1,SC_batch1,unit_5,1,1,"Wed, 11 Jan 2023 08:23:40 GMT",2023-01-11 08:23:40 00:00,1,2,True,True,#55ff99,Select,document-1-attribute-2,1,11,1673425355776.0,2023-01-11 09:22:35,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,Lalla Ward,Lalla Ward, , has been an actress and an author. 
HIOF5FD2FK3W9F,True,SC_task1,SC_batch1,unit_5,1,1,"Wed, 11 Jan 2023 08:24:34 GMT",2023-01-11 08:24:34 00:00,2,2,True,True,#55ff99,Select,document-2-attribute-2,59,161,1673425431926.0,2023-01-11 09:23:51,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,The evidence states that she was Prime Minister and that she implemented policies known as Thatcherism,The evidence states that she was Prime Minister and that she implemented policies known as Thatcherism, The claim is that Margaret Thatcher implemented policies. ,". So, the answer to the question is true. "
IMDORB1186UKOF,True,SC_task1,SC_batch1,unit_3,1,1,"Tue, 10 Jan 2023 22:35:44 GMT",2023-01-10 22:35:44 00:00,0,2,False,False,#55ff99,Select,document-0-attribute-2,1,42,1673390025500.0,2023-01-10 23:33:45,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,The film grossed $ 15.4 million worldwide,The film grossed 15.4 million worldwide, ,. 
IMDORB1186UKOF,True,SC_task1,SC_batch1,unit_3,1,1,"Tue, 10 Jan 2023 22:39:38 GMT",2023-01-10 22:39:38 00:00,1,2,True,True,#55ff99,Select,document-1-attribute-2,59,161,1673390159283.0,2023-01-10 23:35:59,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,The evidence states that she was Prime Minister and that she implemented policies known as Thatcherism,The evidence states that she was Prime Minister and that she implemented policies known as Thatcherism, The claim is that Margaret Thatcher implemented policies. ,". So, the answer to the question is true. "
IMDORB1186UKOF,True,SC_task1,SC_batch1,unit_3,1,1,"Tue, 10 Jan 2023 22:40:39 GMT",2023-01-10 22:40:39 00:00,2,2,True,True,#55ff99,Select,document-2-attribute-2,60,124,1673390390507.0,2023-01-10 23:39:50,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,The evidence is that Lalla Ward is an English actress and author,The evidence is that Lalla Ward is an English actress and author, The claim is that Lalla Ward has only ever been an author. ,". So, the claim is false. "
IMDORB1186UKOF,True,SC_task1,SC_batch1,unit_3,1,1,"Tue, 10 Jan 2023 22:40:41 GMT",2023-01-10 22:40:41 00:00,1,2,True,True,#55ff99,Select,document-1-attribute-2,59,161,1673390159283.0,2023-01-10 23:35:59,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,The evidence states that she was Prime Minister and that she implemented policies known as Thatcherism,The evidence states that she was Prime Minister and that she implemented policies known as Thatcherism, The claim is that Margaret Thatcher implemented policies. ,". So, the answer to the question is true. "
IMDORB1186UKOF,True,SC_task1,SC_batch1,unit_3,1,1,"Tue, 10 Jan 2023 22:41:06 GMT",2023-01-10 22:41:06 00:00,2,2,True,True,#55ff99,Select,document-2-attribute-2,60,124,1673390390507.0,2023-01-10 23:39:50,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,The evidence is that Lalla Ward is an English actress and author,The evidence is that Lalla Ward is an English actress and author, The claim is that Lalla Ward has only ever been an author. ,". So, the claim is false. "
KFNXJP7XVSCPRX,True,SC_task1,SC_batch1,unit_10,1,1,"Thu, 12 Jan 2023 15:34:19 GMT",2023-01-12 15:34:19 00:00,0,2,False,False,#55ff99,Select,document-0-attribute-2,43,68,1673537571079.0,2023-01-12 16:32:51,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,is lacking in the context,is lacking in the context," ""The relevant information about the claim ","."" "
KFNXJP7XVSCPRX,True,SC_task1,SC_batch1,unit_10,1,1,"Thu, 12 Jan 2023 15:35:49 GMT",2023-01-12 15:35:49 00:00,1,2,True,True,#55ff99,Select,document-1-attribute-2,126,149,1673537705498.0,2023-01-12 16:35:05,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,"So, the claim is false.","So, the claim is false.", The claim is that Lalla Ward has only ever been an author. The evidence is that Lalla Ward is an English actress and author. , 
KFNXJP7XVSCPRX,True,SC_task1,SC_batch1,unit_10,1,1,"Thu, 12 Jan 2023 15:38:02 GMT",2023-01-12 15:38:02 00:00,2,2,True,True,#55ff99,Select,document-2-attribute-2,155,204,1673537789839.0,2023-01-12 16:36:29,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,the film was a failure critically and financially,the film was a failure critically and financially," The author first states the claim that Vampire Academy grossed $15.4 million worldwide. Then, they provide evidence to support this claim by stating that ",". However, they also state that the film grossed only $15.4 million worldwide against a $30 million budget. Based on the information provided, it seems that the claim is false. "
NMXJ0KIWOLKHNV,True,SC_task1,SC_batch1,unit_9,1,1,"Thu, 12 Jan 2023 13:24:40 GMT",2023-01-12 13:24:40 00:00,0,2,False,False,#55ff99,Select,document-0-attribute-2,116,138,1673529792734.0,2023-01-12 14:23:12,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,sheimplementedpolicies,sheimplementedpolicies, The claim is that Margaret Thatcher implemented policies. The evidence states that she was Prime Minister and that ," known as Thatcherism. So, the answer to the question is true. "
NMXJ0KIWOLKHNV,True,SC_task1,SC_batch1,unit_9,1,1,"Thu, 12 Jan 2023 13:26:17 GMT",2023-01-12 13:26:17 00:00,1,2,True,True,#55ff99,Select,document-1-attribute-2,4,43,1673529894671.0,2023-01-12 14:24:54,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html, film grossed $ 15.4 million worldwide., film grossed 15.4 million worldwide., The, 
NMXJ0KIWOLKHNV,True,SC_task1,SC_batch1,unit_9,1,1,"Thu, 12 Jan 2023 13:28:05 GMT",2023-01-12 13:28:05 00:00,2,2,True,True,#55ff99,Select,document-2-attribute-2,60,123,1673530011327.0,2023-01-12 14:26:51,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,Theevidence is that Lalla Ward is an English actress and author,Theevidence is that Lalla Ward is an English actress and author, The claim is that Lalla Ward has only ever been an author. ,". So, the claim is false. "
B2PU87OELNL97V,True,SC_task1,SC_batch1,unit_1,1,1,"Thu, 12 Jan 2023 21:32:33 GMT",2023-01-12 21:32:33 00:00,0,2,False,False,#55ff99,Select,document-0-attribute-2,2,68,1673558900936.0,2023-01-12 22:28:20,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,The relevant information about the claim is lacking in the context,The relevant information about the claim is lacking in the context," ""","."" "
B2PU87OELNL97V,True,SC_task1,SC_batch1,unit_1,1,1,"Thu, 12 Jan 2023 21:36:23 GMT",2023-01-12 21:36:23 00:00,1,2,True,True,#ffffff,not_selected,document-1-attribute-2,0,39,1673559342399.0,2023-01-12 22:35:42,1673559383160.0,2023-01-12 22:36:23,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,Lalla Ward has only ever been an author,Lalla Ward has only ever been an author,,
B2PU87OELNL97V,True,SC_task1,SC_batch1,unit_1,1,1,"Thu, 12 Jan 2023 21:48:17 GMT",2023-01-12 21:48:17 00:00,2,2,True,True,#55ff99,Select,document-2-attribute-2,94,271,1673559461680.0,2023-01-12 22:37:41,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html," they provide evidence to support this claim by stating that the film was a failure critically and financially. However, they also state that the film grossed only $15.4 million"," they provide evidence to support this claim by stating that the film was a failure critically and financially. However, they also state that the film grossed only 15.4 million"," The author first states the claim that Vampire Academy grossed $15.4 million worldwide. Then,"," worldwide against a $30 million budget. Based on the information provided, it seems that the claim is false. "
RBG8K61JCTLLQD,True,SC_task1,SC_batch1,unit_0,1,1,"Tue, 10 Jan 2023 22:09:17 GMT",2023-01-10 22:09:17 00:00,0,2,False,False,#55ff99,Select,document-0-attribute-2,59,162,1673388464204.0,2023-01-10 23:07:44,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,The evidence states that she was Prime Minister and that she implemented policies known as Thatcherism.,The evidence states that she was Prime Minister and that she implemented policies known as Thatcherism., The claim is that Margaret Thatcher implemented policies. ," So, the answer to the question is true. "
RBG8K61JCTLLQD,True,SC_task1,SC_batch1,unit_0,1,1,"Tue, 10 Jan 2023 22:10:02 GMT",2023-01-10 22:10:02 00:00,1,2,True,True,#55ff99,Select,document-1-attribute-2,60,126,1673388569241.0,2023-01-10 23:09:29,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,The evidence is that Lalla Ward is an English actress and author. ,The evidence is that Lalla Ward is an English actress and author. , The claim is that Lalla Ward has only ever been an author. ,"So, the claim is false. "
RBG8K61JCTLLQD,True,SC_task1,SC_batch1,unit_0,1,1,"Tue, 10 Jan 2023 22:11:55 GMT",2023-01-10 22:11:55 00:00,2,2,True,True,#55ff99,Select,document-2-attribute-2,1,32,1673388615546.0,2023-01-10 23:10:15,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,The film grossed $ 15.4 million,The film grossed 15.4 million, , worldwide. 
TWNMYWGHKNZTW0,True,SC_task1,SC_batch1,unit_11,1,1,"Thu, 12 Jan 2023 18:20:02 GMT",2023-01-12 18:20:02 00:00,0,2,False,False,#55ff99,Select,document-0-attribute-2,240,281,1673547526734.0,2023-01-12 19:18:46,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,film grossed only $15.4 million worldwide,film grossed only 15.4 million worldwide," The author first states the claim that Vampire Academy grossed $15.4 million worldwide. Then, they provide evidence to support this claim by stating that the film was a failure critically and financially. However, they also state that the "," against a $30 million budget. Based on the information provided, it seems that the claim is false. "
TWNMYWGHKNZTW0,True,SC_task1,SC_batch1,unit_11,1,1,"Thu, 12 Jan 2023 18:21:11 GMT",2023-01-12 18:21:11 00:00,1,2,True,True,#55ff99,Select,document-1-attribute-2,84,140,1673547618847.0,2023-01-12 19:20:18,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,she was Prime Minister and that she implemented policies,she was Prime Minister and that she implemented policies, The claim is that Margaret Thatcher implemented policies. The evidence states that ," known as Thatcherism. So, the answer to the question is true. "
TWNMYWGHKNZTW0,True,SC_task1,SC_batch1,unit_11,1,1,"Thu, 12 Jan 2023 18:21:59 GMT",2023-01-12 18:21:59 00:00,2,2,True,True,#55ff99,Select,document-2-attribute-2,1,46,1673547681072.0,2023-01-12 19:21:21,,,https://my-sc-project-bucket.s3.us-east-1.amazonaws.com/SC_task1/SC_batch1/index.html,Lalla Ward has been an actress and an author.,Lalla Ward has been an actress and an author., , 
